Item_Number,file,Correct_Category,Estimated_Category,Max_Softmax_Value,Likelihood,In-vs-Out,In-Likelihood,Out-Likelihood
8362,000000130759.jpg,dog,horse,0.959517777,-43.96298981,Out,NA,-43.96298981
8363,000000416408.jpg,pizza,horse,0.733949125,-11.22213745,Out,NA,-11.22213745
8364,000000389715.jpg,car,horse,0.743105888,-51.26313019,Out,NA,-51.26313019
8365,000000286499.jpg,car,horse,0.712652624,-6.512504578,Out,NA,-6.512504578
8366,000000473517.jpg,airplane,airplane,0.999838591,-26.91925049,In,-26.91925049,NA
8367,000000383464.jpg,airplane,airplane,0.967793465,-43.17726135,In,-43.17726135,NA
8368,000000482452.jpg,book,horse,0.879725099,-39.50040436,Out,NA,-39.50040436
8369,000000481318.jpg,dog,horse,0.985153973,-48.71257019,Out,NA,-48.71257019
8370,000000286654.jpg,car,horse,0.585660756,-23.66814423,Out,NA,-23.66814423
8371,000000491492.jpg,car,airplane,0.999489307,94.30723572,Out,NA,94.30723572
8372,000000159320.jpg,car,horse,0.901717722,-45.10298157,Out,NA,-45.10298157
8373,000000048641.jpg,zebra,horse,0.999074459,19.26355743,Out,NA,19.26355743
8374,000000354734.jpg,car,airplane,0.994553208,-11.53644562,Out,NA,-11.53644562
8375,000000342340.jpg,dog,horse,0.816099048,-10.11441803,Out,NA,-10.11441803
8376,000000260360.jpg,book,horse,0.62270087,8.660568237,Out,NA,8.660568237
8377,000000390658.jpg,car,horse,0.908807337,-38.93955994,Out,NA,-38.93955994
8378,000000465715.jpg,horse,horse,0.869418144,-17.48680115,In,-17.48680115,NA
8379,000000499486.jpg,book,horse,0.999798715,-35.97236633,Out,NA,-35.97236633
8380,000000556363.jpg,car,horse,0.693758667,-58.83028412,Out,NA,-58.83028412
8381,000000073686.jpg,book,horse,0.656826794,-56.63256836,Out,NA,-56.63256836
8382,000000129753.jpg,book,horse,0.932889342,-29.27696991,Out,NA,-29.27696991
8383,000000514683.jpg,pizza,airplane,0.861977458,-24.92254639,Out,NA,-24.92254639
8384,000000222047.jpg,car,airplane,0.870350003,-86.30548096,Out,NA,-86.30548096
8385,000000564197.jpg,cake,horse,0.56054318,-16.13115692,Out,NA,-16.13115692
8386,000000006450.jpg,zebra,horse,0.998591125,16.18572235,Out,NA,16.18572235
8387,000000392827.jpg,dog,horse,0.999069512,-9.496574402,Out,NA,-9.496574402
8388,000000572251.jpg,airplane,airplane,0.99951005,26.21660614,In,26.21660614,NA
8389,000000465404.jpg,laptop,airplane,0.953371286,-112.7519989,Out,NA,-112.7519989
8390,000000563723.jpg,cat,horse,0.943245828,-49.15188599,Out,NA,-49.15188599
8391,000000401330.jpg,airplane,airplane,0.999808371,12.71605682,In,12.71605682,NA
8392,000000154677.jpg,laptop,horse,0.77645582,-29.88066101,Out,NA,-29.88066101
8393,000000521869.jpg,car,airplane,0.875814021,-22.82286072,Out,NA,-22.82286072
8394,000000456876.jpg,car,horse,0.797961295,-54.18901825,Out,NA,-54.18901825
8395,000000425177.jpg,cake,horse,0.904206514,-24.71520996,Out,NA,-24.71520996
8396,000000022816.jpg,horse,horse,0.999219537,-49.79364014,In,-49.79364014,NA
8397,000000268885.jpg,cat,horse,0.778625131,-5.694244385,Out,NA,-5.694244385
8398,000000253086.jpg,cat,airplane,0.9457708,-33.37117767,Out,NA,-33.37117767
8399,000000489834.jpg,dog,horse,0.853456378,-15.00650787,Out,NA,-15.00650787
8400,000000523346.jpg,airplane,airplane,0.999810159,51.68466949,In,51.68466949,NA
8401,000000506592.jpg,book,airplane,0.508866668,-13.02972412,Out,NA,-13.02972412
8402,000000490869.jpg,dog,horse,0.904140472,-33.88179779,Out,NA,-33.88179779
8403,000000375509.jpg,laptop,horse,0.71865195,-10.34734344,Out,NA,-10.34734344
8404,000000522405.jpg,laptop,horse,0.713340819,-24.63224792,Out,NA,-24.63224792
8405,000000158038.jpg,car,horse,0.931319833,-102.045578,Out,NA,-102.045578
8406,000000237413.jpg,cat,horse,0.978049338,-36.48674774,Out,NA,-36.48674774
8407,000000112899.jpg,cat,horse,0.981547356,-0.786750793,Out,NA,-0.786750793
8408,000000516414.jpg,car,airplane,0.968826234,-41.01965332,Out,NA,-41.01965332
8409,000000287305.jpg,car,horse,0.708785057,-3.69569397,Out,NA,-3.69569397
8410,000000579822.jpg,dog,horse,0.954509914,-39.73362732,Out,NA,-39.73362732
8411,000000514504.jpg,laptop,horse,0.655605435,-39.78603363,Out,NA,-39.78603363
8412,000000321516.jpg,car,airplane,0.840600252,-47.14964294,Out,NA,-47.14964294
8413,000000196346.jpg,dog,airplane,0.748449743,-107.9324799,Out,NA,-107.9324799
8414,000000522441.jpg,cat,airplane,0.592849672,6.145576477,Out,NA,6.145576477
8415,000000483156.jpg,horse,horse,0.99909389,-17.99855804,In,-17.99855804,NA
8416,000000556800.jpg,car,airplane,0.605052769,-1.48740387,Out,NA,-1.48740387
8417,000000294100.jpg,dog,horse,0.999836564,-120.9402771,Out,NA,-120.9402771
8418,000000351380.jpg,pizza,horse,0.549409986,-50.51665497,Out,NA,-50.51665497
8419,000000524273.jpg,airplane,airplane,0.999489665,8.321983337,In,8.321983337,NA
8420,000000059231.jpg,car,horse,0.990164101,-8.790664673,Out,NA,-8.790664673
8421,000000097790.jpg,airplane,airplane,0.999756873,38.29298782,In,38.29298782,NA
8422,000000062815.jpg,car,horse,0.776737213,-31.05343628,Out,NA,-31.05343628
8423,000000388992.jpg,car,airplane,0.997467637,-50.09634399,Out,NA,-50.09634399
8424,000000384691.jpg,horse,horse,0.999350488,46.88168335,In,46.88168335,NA
8425,000000547192.jpg,airplane,airplane,0.999920607,-43.53822327,In,-43.53822327,NA
8426,000000104510.jpg,cat,horse,0.998792291,-25.5747757,Out,NA,-25.5747757
8427,000000579663.jpg,pizza,airplane,0.524386883,-90.22729492,Out,NA,-90.22729492
8428,000000063647.jpg,laptop,horse,0.995567143,-4.136268616,Out,NA,-4.136268616
8429,000000458453.jpg,car,horse,0.868180275,-0.052902222,Out,NA,-0.052902222
8430,000000080486.jpg,cake,horse,0.922636747,-31.89810944,Out,NA,-31.89810944
8431,000000094201.jpg,car,airplane,0.999875426,36.90996552,Out,NA,36.90996552
8432,000000310163.jpg,book,airplane,0.678391814,-28.43258667,Out,NA,-28.43258667
8433,000000393087.jpg,horse,airplane,0.906852424,-59.37966919,In,-59.37966919,NA
8434,000000301514.jpg,book,airplane,0.569782436,-9.997634888,Out,NA,-9.997634888
8435,000000025115.jpg,car,horse,0.74666357,-10.1306839,Out,NA,-10.1306839
8436,000000259088.jpg,car,horse,0.698542535,-28.28227234,Out,NA,-28.28227234
8437,000000474464.jpg,cake,horse,0.96528852,-0.929458618,Out,NA,-0.929458618
8438,000000159175.jpg,car,horse,0.959951043,-48.06732941,Out,NA,-48.06732941
8439,000000366812.jpg,airplane,airplane,0.999997377,-57.01086426,In,-57.01086426,NA
8440,000000081812.jpg,pizza,airplane,0.730560362,-50.37632751,Out,NA,-50.37632751
8441,000000473352.jpg,airplane,airplane,0.999353588,49.22230911,In,49.22230911,NA
8442,000000203937.jpg,laptop,airplane,0.892774284,-29.39333344,Out,NA,-29.39333344
8443,000000096845.jpg,airplane,airplane,0.99992907,-1.787734985,In,-1.787734985,NA
8444,000000400333.jpg,pizza,horse,0.959032357,-17.76760101,Out,NA,-17.76760101
8445,000000550000.jpg,car,horse,0.970117271,-78.68774414,Out,NA,-78.68774414
8446,000000391632.jpg,cat,horse,0.96030575,-44.31066895,Out,NA,-44.31066895
8447,000000257920.jpg,car,horse,0.785820782,-43.13404083,Out,NA,-43.13404083
8448,000000277790.jpg,airplane,airplane,0.999974847,-6.641357422,In,-6.641357422,NA
8449,000000153960.jpg,dog,horse,0.985835791,-19.57363129,Out,NA,-19.57363129
8450,000000089999.jpg,car,horse,0.973811865,-37.51577759,Out,NA,-37.51577759
8451,000000523526.jpg,book,airplane,0.917130172,-12.71048737,Out,NA,-12.71048737
8452,000000310772.jpg,horse,horse,0.999800265,32.94533157,In,32.94533157,NA
8453,000000487450.jpg,car,horse,0.787479997,-63.75440979,Out,NA,-63.75440979
8454,000000523366.jpg,dog,horse,0.989334404,-15.20287323,Out,NA,-15.20287323
8455,000000270290.jpg,cake,horse,0.605317116,-17.9846344,Out,NA,-17.9846344
8456,000000514528.jpg,book,horse,0.531225801,-37.65117645,Out,NA,-37.65117645
8457,000000292543.jpg,car,horse,0.999766171,21.10221863,Out,NA,21.10221863
8458,000000221169.jpg,dog,airplane,0.977442026,-24.88251495,Out,NA,-24.88251495
8459,000000401060.jpg,book,horse,0.893593669,-17.54161835,Out,NA,-17.54161835
8460,000000027163.jpg,car,horse,0.993370414,-51.79663849,Out,NA,-51.79663849
8461,000000325482.jpg,car,airplane,0.86370331,-26.01054382,Out,NA,-26.01054382
8462,000000027969.jpg,car,airplane,0.955436885,-28.76831055,Out,NA,-28.76831055
8463,000000192745.jpg,car,horse,0.886970997,5.685173035,Out,NA,5.685173035
8464,000000524011.jpg,airplane,airplane,0.999756157,47.14134598,In,47.14134598,NA
8465,000000235839.jpg,laptop,horse,0.919365585,-22.72841644,Out,NA,-22.72841644
8466,000000520204.jpg,car,airplane,0.992761254,-29.91830444,Out,NA,-29.91830444
8467,000000417653.jpg,horse,horse,0.904460907,-12.8690567,In,-12.8690567,NA
8468,000000506401.jpg,cat,horse,0.808425546,-33.46803284,Out,NA,-33.46803284
8469,000000158915.jpg,car,horse,0.68683666,-60.44656372,Out,NA,-60.44656372
8470,000000385005.jpg,book,horse,0.985431492,-18.76103973,Out,NA,-18.76103973
8471,000000179318.jpg,cake,horse,0.922386706,-41.83831787,Out,NA,-41.83831787
8472,000000490620.jpg,pizza,horse,0.997084558,-36.17822266,Out,NA,-36.17822266
8473,000000229138.jpg,zebra,horse,0.999406457,-9.20941925,Out,NA,-9.20941925
8474,000000432293.jpg,pizza,horse,0.988474071,6.203582764,Out,NA,6.203582764
8475,000000090010.jpg,book,airplane,0.959543526,-26.55844116,Out,NA,-26.55844116
8476,000000196090.jpg,car,airplane,0.99931705,-13.68899536,Out,NA,-13.68899536
8477,000000358684.jpg,airplane,airplane,0.999519229,105.0955887,In,105.0955887,NA
8478,000000327211.jpg,car,airplane,0.814843118,-25.21279907,Out,NA,-25.21279907
8479,000000473587.jpg,zebra,horse,0.9993155,10.84524155,Out,NA,10.84524155
8480,000000355777.jpg,car,horse,0.869269073,-41.77172852,Out,NA,-41.77172852
8481,000000278086.jpg,book,horse,0.998454213,-43.22557068,Out,NA,-43.22557068
8482,000000128709.jpg,car,horse,0.968694329,-49.25276184,Out,NA,-49.25276184
8483,000000220292.jpg,cat,horse,0.994283259,-23.86753082,Out,NA,-23.86753082
8484,000000195716.jpg,dog,airplane,0.59847182,-22.96009827,Out,NA,-22.96009827
8485,000000358796.jpg,car,horse,0.995551407,-36.09069061,Out,NA,-36.09069061
8486,000000375709.jpg,cake,airplane,0.733344138,-93.28451538,Out,NA,-93.28451538
8487,000000224542.jpg,car,airplane,0.988745034,-46.08618164,Out,NA,-46.08618164
8488,000000154212.jpg,cake,airplane,0.905919135,-32.31915283,Out,NA,-32.31915283
8489,000000260637.jpg,airplane,airplane,0.999418259,11.91643524,In,11.91643524,NA
8490,000000539832.jpg,dog,horse,0.93553704,-26.3843689,Out,NA,-26.3843689
8491,000000196049.jpg,horse,horse,0.99953258,-29.9303894,In,-29.9303894,NA
8492,000000039671.jpg,pizza,horse,0.744220793,-60.07914734,Out,NA,-60.07914734
8493,000000456344.jpg,car,airplane,0.932129622,-17.73947144,Out,NA,-17.73947144
8494,000000081200.jpg,cake,horse,0.553956151,-29.70753479,Out,NA,-29.70753479
8495,000000383209.jpg,cat,horse,0.838373542,0.716003418,Out,NA,0.716003418
8496,000000357578.jpg,car,horse,0.625467241,-21.31483459,Out,NA,-21.31483459
8497,000000571443.jpg,dog,horse,0.871815264,-39.16912842,Out,NA,-39.16912842
8498,000000162427.jpg,cat,horse,0.901300192,-10.16139984,Out,NA,-10.16139984
8499,000000515777.jpg,book,horse,0.999985576,-32.92405701,Out,NA,-32.92405701
8500,000000155604.jpg,pizza,airplane,0.857623398,-27.84706116,Out,NA,-27.84706116
8501,000000286774.jpg,car,horse,0.94291836,-42.45932007,Out,NA,-42.45932007
8502,000000095875.jpg,car,horse,0.586456418,-40.8956604,Out,NA,-40.8956604
8503,000000163715.jpg,cat,horse,0.9988451,-19.64827728,Out,NA,-19.64827728
8504,000000137339.jpg,book,horse,0.894991457,-17.21710205,Out,NA,-17.21710205
8505,000000211725.jpg,pizza,horse,0.981365383,-49.17175293,Out,NA,-49.17175293
8506,000000517410.jpg,car,airplane,0.934990048,9.768447876,Out,NA,9.768447876
8507,000000356060.jpg,car,horse,0.981463194,-44.92469025,Out,NA,-44.92469025
8508,000000450102.jpg,zebra,horse,0.999430716,10.03767014,Out,NA,10.03767014
8509,000000386408.jpg,car,airplane,0.789956927,-17.86405182,Out,NA,-17.86405182
8510,000000122028.jpg,dog,horse,0.99024725,-1.732078552,Out,NA,-1.732078552
8511,000000227526.jpg,pizza,horse,0.999559343,-30.27024841,Out,NA,-30.27024841
8512,000000226380.jpg,car,airplane,0.915493667,-36.32182312,Out,NA,-36.32182312
8513,000000418624.jpg,car,horse,0.661176622,-17.61144257,Out,NA,-17.61144257
8514,000000186740.jpg,airplane,airplane,0.999595106,92.88882446,In,92.88882446,NA
8515,000000129305.jpg,pizza,horse,0.861851752,-14.34255981,Out,NA,-14.34255981
8516,000000409209.jpg,horse,horse,0.99992907,-37.18578339,In,-37.18578339,NA
8517,000000531378.jpg,pizza,horse,0.688419998,-2.120010376,Out,NA,-2.120010376
8518,000000367111.jpg,airplane,airplane,0.999667645,106.3410797,In,106.3410797,NA
8519,000000466771.jpg,zebra,horse,0.999323606,22.79199219,Out,NA,22.79199219
8520,000000031339.jpg,car,airplane,0.540045083,-28.25418854,Out,NA,-28.25418854
8521,000000016360.jpg,pizza,horse,0.974210739,9.877162933,Out,NA,9.877162933
8522,000000286149.jpg,dog,horse,0.991660655,-62.07757568,Out,NA,-62.07757568
8523,000000171943.jpg,cake,horse,0.616363704,-12.25348663,Out,NA,-12.25348663
8524,000000080720.jpg,laptop,horse,0.998120487,-33.68102264,Out,NA,-33.68102264
8525,000000514513.jpg,dog,horse,0.711593688,-15.75996399,Out,NA,-15.75996399
8526,000000056961.jpg,cat,horse,0.99777478,-37.77015686,Out,NA,-37.77015686
8527,000000220344.jpg,zebra,horse,0.999204576,20.51476288,Out,NA,20.51476288
8528,000000465123.jpg,cake,horse,0.984558403,-13.43453217,Out,NA,-13.43453217
8529,000000489385.jpg,car,airplane,0.985236704,-36.03822327,Out,NA,-36.03822327
8530,000000024380.jpg,car,horse,0.868194103,-14.44146729,Out,NA,-14.44146729
8531,000000060599.jpg,car,horse,0.999218106,0.17401123,Out,NA,0.17401123
8532,000000335857.jpg,dog,airplane,0.757499993,-49.98226929,Out,NA,-49.98226929
8533,000000407685.jpg,dog,horse,0.97972703,-13.92736816,Out,NA,-13.92736816
8534,000000137514.jpg,cat,horse,0.775978625,-5.98110199,Out,NA,-5.98110199
8535,000000063617.jpg,dog,horse,0.662141383,-66.00401306,Out,NA,-66.00401306
8536,000000062057.jpg,car,horse,0.919616342,-7.274681091,Out,NA,-7.274681091
8537,000000506640.jpg,zebra,horse,0.99893409,17.12905502,Out,NA,17.12905502
8538,000000079966.jpg,dog,horse,0.937451661,-15.39239502,Out,NA,-15.39239502
8539,000000146541.jpg,zebra,horse,0.999430954,2.252334595,Out,NA,2.252334595
8540,000000293899.jpg,book,horse,0.992912233,-46.36780548,Out,NA,-46.36780548
8541,000000024411.jpg,pizza,horse,0.519487202,-49.14195251,Out,NA,-49.14195251
8542,000000040419.jpg,cat,airplane,0.688964725,-30.59526062,Out,NA,-30.59526062
8543,000000473631.jpg,dog,horse,0.603664339,-22.30554199,Out,NA,-22.30554199
8544,000000195345.jpg,zebra,horse,0.999518514,-22.64117432,Out,NA,-22.64117432
8545,000000580919.jpg,dog,horse,0.691985369,-21.67633057,Out,NA,-21.67633057
8546,000000424641.jpg,car,horse,0.5827443,-16.62272644,Out,NA,-16.62272644
8547,000000260443.jpg,car,horse,0.99159193,-20.56344604,Out,NA,-20.56344604
8548,000000094069.jpg,dog,horse,0.864845634,-31.5487442,Out,NA,-31.5487442
8549,000000047386.jpg,dog,horse,0.992810428,-35.99276733,Out,NA,-35.99276733
8550,000000147058.jpg,book,airplane,0.854293585,-41.2449646,Out,NA,-41.2449646
8551,000000121443.jpg,dog,horse,0.55795449,-41.54970551,Out,NA,-41.54970551
8552,000000392180.jpg,car,airplane,0.566162765,9.245079041,Out,NA,9.245079041
8553,000000224272.jpg,car,horse,0.999490619,-48.80298615,Out,NA,-48.80298615
8554,000000540633.jpg,cake,horse,0.97893995,-39.39663696,Out,NA,-39.39663696
8555,000000179011.jpg,pizza,horse,0.81955862,-32.56724548,Out,NA,-32.56724548
8556,000000245757.jpg,cat,horse,0.991287887,-10.5211792,Out,NA,-10.5211792
8557,000000419013.jpg,car,airplane,0.623165071,-23.76800537,Out,NA,-23.76800537
8558,000000049024.jpg,zebra,horse,0.999229312,16.50947952,Out,NA,16.50947952
8559,000000483139.jpg,book,horse,0.856587529,-34.25452423,Out,NA,-34.25452423
8560,000000226664.jpg,car,horse,0.961410642,-78.01109314,Out,NA,-78.01109314
8561,000000127042.jpg,car,horse,0.997356772,-16.48638916,Out,NA,-16.48638916
8562,000000301549.jpg,cat,horse,0.994345844,-39.26831818,Out,NA,-39.26831818
8563,000000524216.jpg,car,airplane,0.770149708,21.40383911,Out,NA,21.40383911
8564,000000416119.jpg,airplane,airplane,0.999569714,-1.51083374,In,-1.51083374,NA
8565,000000344043.jpg,book,horse,0.948081613,-17.70198059,Out,NA,-17.70198059
8566,000000318523.jpg,cake,horse,0.796616554,-51.06237793,Out,NA,-51.06237793
8567,000000486605.jpg,car,airplane,0.703530669,-34.49333191,Out,NA,-34.49333191
8568,000000317896.jpg,pizza,horse,0.947608888,-51.46671295,Out,NA,-51.46671295
8569,000000121647.jpg,book,airplane,0.525264621,-9.063735962,Out,NA,-9.063735962
8570,000000490055.jpg,car,horse,0.987385988,-68.41941833,Out,NA,-68.41941833
8571,000000236539.jpg,horse,horse,0.99970144,-47.66615295,In,-47.66615295,NA
8572,000000187379.jpg,laptop,airplane,0.508230746,-9.273544312,Out,NA,-9.273544312
8573,000000515212.jpg,laptop,horse,0.988934457,19.97248459,Out,NA,19.97248459
8574,000000187868.jpg,book,horse,0.999910712,-19.70834351,Out,NA,-19.70834351
8575,000000564508.jpg,zebra,horse,0.998714447,14.83615875,Out,NA,14.83615875
8576,000000416911.jpg,horse,horse,0.999375761,18.4637146,In,18.4637146,NA
8577,000000391300.jpg,car,horse,0.72762394,-50.59779358,Out,NA,-50.59779358
8578,000000030508.jpg,car,airplane,0.565137506,-2.555786133,Out,NA,-2.555786133
8579,000000194969.jpg,dog,horse,0.881780386,-24.61618042,Out,NA,-24.61618042
8580,000000188889.jpg,car,horse,0.874197245,-1.211181641,Out,NA,-1.211181641
8581,000000097734.jpg,pizza,horse,0.702402115,-36.10342407,Out,NA,-36.10342407
8582,000000482740.jpg,zebra,horse,0.999033093,17.04990768,Out,NA,17.04990768
8583,000000260791.jpg,book,horse,0.986998498,-24.3368454,Out,NA,-24.3368454
8584,000000008043.jpg,cake,horse,0.955596447,-25.48298645,Out,NA,-25.48298645
8585,000000227567.jpg,car,horse,0.998375654,-29.1164093,Out,NA,-29.1164093
8586,000000481886.jpg,book,horse,0.89747566,-24.11656189,Out,NA,-24.11656189
8587,000000023487.jpg,horse,horse,0.998449802,-29.35374451,In,-29.35374451,NA
8588,000000228572.jpg,horse,horse,0.950004935,-11.90097046,In,-11.90097046,NA
8589,000000229315.jpg,zebra,horse,0.99900049,-11.09699249,Out,NA,-11.09699249
8590,000000425027.jpg,cat,horse,0.515292406,-15.45496368,Out,NA,-15.45496368
8591,000000158873.jpg,car,horse,0.809365809,-32.71151733,Out,NA,-32.71151733
8592,000000425874.jpg,car,airplane,0.931003928,-60.25267029,Out,NA,-60.25267029
8593,000000245462.jpg,dog,horse,0.99810636,-37.89196014,Out,NA,-37.89196014
8594,000000161434.jpg,car,airplane,0.659083605,-62.440979,Out,NA,-62.440979
8595,000000333888.jpg,book,horse,0.969533682,4.21408844,Out,NA,4.21408844
8596,000000294236.jpg,book,horse,0.984029233,-14.61034393,Out,NA,-14.61034393
8597,000000227520.jpg,laptop,airplane,0.810283542,-29.62197113,Out,NA,-29.62197113
8598,000000408252.jpg,book,horse,0.989606559,-17.72116089,Out,NA,-17.72116089
8599,000000063644.jpg,car,airplane,0.676389813,-36.72445679,Out,NA,-36.72445679
8600,000000204294.jpg,book,airplane,0.715517163,-31.08809662,Out,NA,-31.08809662
8601,000000506837.jpg,zebra,horse,0.999177516,10.49745178,Out,NA,10.49745178
8602,000000391595.jpg,car,airplane,0.785383344,-98.69772339,Out,NA,-98.69772339
8603,000000416247.jpg,laptop,airplane,0.933985651,-3.314155579,Out,NA,-3.314155579
8604,000000441382.jpg,pizza,horse,0.826436102,-63.24560547,Out,NA,-63.24560547
8605,000000105552.jpg,airplane,airplane,0.999518394,104.4799805,In,104.4799805,NA
8606,000000121884.jpg,book,horse,0.987284184,-9.274009705,Out,NA,-9.274009705
8607,000000351528.jpg,pizza,airplane,0.701741993,-50.47015381,Out,NA,-50.47015381
8608,000000424368.jpg,car,horse,0.994059086,-24.38645172,Out,NA,-24.38645172
8609,000000376128.jpg,airplane,airplane,0.999696374,82.32736206,In,82.32736206,NA
8610,000000401232.jpg,cat,horse,0.995766044,-16.94004059,Out,NA,-16.94004059
8611,000000006921.jpg,laptop,airplane,0.901557744,-41.6100769,Out,NA,-41.6100769
8612,000000551900.jpg,car,airplane,0.955136895,-58.94119263,Out,NA,-58.94119263
8613,000000432522.jpg,book,horse,0.909347594,25.89415741,Out,NA,25.89415741
8614,000000277440.jpg,laptop,airplane,0.867661774,-14.46364594,Out,NA,-14.46364594
8615,000000122653.jpg,book,horse,0.923738599,-13.0837326,Out,NA,-13.0837326
8616,000000384026.jpg,pizza,horse,0.988663971,-14.53068542,Out,NA,-14.53068542
8617,000000056266.jpg,pizza,airplane,0.659341753,-44.37916565,Out,NA,-44.37916565
8618,000000367400.jpg,zebra,horse,0.999471128,14.96902847,Out,NA,14.96902847
8619,000000549898.jpg,car,airplane,0.996623516,-28.32981873,Out,NA,-28.32981873
8620,000000025833.jpg,car,airplane,0.503208041,-17.78871918,Out,NA,-17.78871918
8621,000000498657.jpg,dog,horse,0.932887793,-2.106079102,Out,NA,-2.106079102
8622,000000458705.jpg,horse,horse,0.998864651,-6.086471558,In,-6.086471558,NA
8623,000000354616.jpg,car,horse,0.778639734,-61.75553894,Out,NA,-61.75553894
8624,000000317861.jpg,airplane,airplane,0.999837518,52.27144241,In,52.27144241,NA
8625,000000571562.jpg,book,horse,0.590768158,-37.14912415,Out,NA,-37.14912415
8626,000000113571.jpg,cake,horse,0.892452598,-19.83372498,Out,NA,-19.83372498
8627,000000098279.jpg,car,horse,0.766768098,-65.05709839,Out,NA,-65.05709839
8628,000000368088.jpg,horse,horse,0.999921203,-14.87001038,In,-14.87001038,NA
8629,000000481702.jpg,cake,horse,0.895659864,-36.99774933,Out,NA,-36.99774933
8630,000000130402.jpg,car,airplane,0.935498536,-79.19680786,Out,NA,-79.19680786
8631,000000358833.jpg,book,horse,0.99744308,-18.28173065,Out,NA,-18.28173065
8632,000000024247.jpg,dog,horse,0.992206752,-44.57751465,Out,NA,-44.57751465
8633,000000310897.jpg,book,horse,0.642594874,-74.53752136,Out,NA,-74.53752136
8634,000000358685.jpg,zebra,horse,0.999433458,21.47242355,Out,NA,21.47242355
8635,000000334671.jpg,laptop,airplane,0.931558609,-43.59490967,Out,NA,-43.59490967
8636,000000421254.jpg,car,airplane,0.8864851,-35.83223724,Out,NA,-35.83223724
8637,000000039758.jpg,pizza,airplane,0.608899713,-35.40367889,Out,NA,-35.40367889
8638,000000127555.jpg,car,airplane,0.998219907,-29.19154358,Out,NA,-29.19154358
8639,000000146249.jpg,cake,horse,0.779897988,-56.92133331,Out,NA,-56.92133331
8640,000000055445.jpg,book,airplane,0.98067528,-48.16096497,Out,NA,-48.16096497
8641,000000080065.jpg,book,horse,0.974101782,-22.98043823,Out,NA,-22.98043823
8642,000000212479.jpg,airplane,airplane,0.998886287,43.71131897,In,43.71131897,NA
8643,000000309499.jpg,zebra,horse,0.998848081,18.15942383,Out,NA,18.15942383
8644,000000325833.jpg,book,horse,0.982094347,-8.540542603,Out,NA,-8.540542603
8645,000000194184.jpg,car,horse,0.98052454,-27.66706085,Out,NA,-27.66706085
8646,000000522930.jpg,cat,horse,0.999980807,-40.92993164,Out,NA,-40.92993164
8647,000000294108.jpg,cat,horse,0.996210694,-19.64248657,Out,NA,-19.64248657
8648,000000358817.jpg,car,airplane,0.863006353,-5.405342102,Out,NA,-5.405342102
8649,000000334868.jpg,airplane,airplane,0.999850631,15.59850311,In,15.59850311,NA
8650,000000424139.jpg,book,horse,0.513443887,-21.95589447,Out,NA,-21.95589447
8651,000000028560.jpg,car,airplane,0.799323976,-36.4887085,Out,NA,-36.4887085
8652,000000091636.jpg,car,horse,0.923240662,-61.58259583,Out,NA,-61.58259583
8653,000000474699.jpg,pizza,horse,0.771716714,-36.53995514,Out,NA,-36.53995514
8654,000000516633.jpg,car,horse,0.965983331,-13.18795776,Out,NA,-13.18795776
8655,000000106484.jpg,dog,horse,0.973867774,-51.14113617,Out,NA,-51.14113617
8656,000000417230.jpg,horse,horse,0.998354316,0.267486572,In,0.267486572,NA
8657,000000301326.jpg,cat,horse,0.988398135,-18.47544098,Out,NA,-18.47544098
8658,000000221094.jpg,car,horse,0.860592246,4.429481506,Out,NA,4.429481506
8659,000000221055.jpg,zebra,horse,0.999244332,-47.74624634,Out,NA,-47.74624634
8660,000000040304.jpg,book,airplane,0.859456003,-7.831642151,Out,NA,-7.831642151
8661,000000293703.jpg,pizza,airplane,0.946626008,-47.46704102,Out,NA,-47.46704102
8662,000000449850.jpg,laptop,horse,0.842198193,-25.15496826,Out,NA,-25.15496826
8663,000000490508.jpg,dog,horse,0.994211257,-101.868576,Out,NA,-101.868576
8664,000000548029.jpg,book,horse,0.645035505,-36.16384888,Out,NA,-36.16384888
8665,000000065135.jpg,airplane,airplane,0.999550641,82.7652359,In,82.7652359,NA
8666,000000532414.jpg,dog,airplane,0.827192664,-21.0361557,Out,NA,-21.0361557
8667,000000289767.jpg,car,airplane,0.804986179,-6.33644104,Out,NA,-6.33644104
8668,000000318924.jpg,zebra,horse,0.998918295,-3.284347534,Out,NA,-3.284347534
8669,000000039663.jpg,book,airplane,0.578724623,-60.57138062,Out,NA,-60.57138062
8670,000000015155.jpg,cake,horse,0.982984722,-45.3203125,Out,NA,-45.3203125
8671,000000285212.jpg,laptop,horse,0.737154841,-28.30438995,Out,NA,-28.30438995
8672,000000355638.jpg,car,airplane,0.97709012,-61.11203003,Out,NA,-61.11203003
8673,000000374800.jpg,dog,horse,0.966388047,-39.59187317,Out,NA,-39.59187317
8674,000000224034.jpg,car,airplane,0.783990979,-34.8753891,Out,NA,-34.8753891
8675,000000130076.jpg,book,horse,0.999459207,-63.58383179,Out,NA,-63.58383179
8676,000000473678.jpg,book,horse,0.894562542,-63.34228516,Out,NA,-63.34228516
8677,000000375637.jpg,horse,horse,0.999995589,-50.44298553,In,-50.44298553,NA
8678,000000179418.jpg,airplane,airplane,0.999919534,24.66570282,In,24.66570282,NA
8679,000000055947.jpg,pizza,airplane,0.997519016,-47.24032593,Out,NA,-47.24032593
