,Item_Number,file,Correct_Category,Estimated_Category,Max_Softmax_Value,Likelihood,In-vs-Out,In-Likelihood,Out-Likelihood,Mean_Part,Min_Part,Quarter_Part,
0,7913,000000190360.jpg,car,airplane,0.845601261,-111.4760284,Out,NA,-111.4760284,Out,Out,Out,
0,7914,000000204272.jpg,book,horse,0.988878608,-120.1320496,Out,NA,-120.1320496,Out,Out,Out,
0,7915,000000522015.jpg,car,airplane,1,-108.9347992,Out,NA,-108.9347992,Out,Out,Out,
0,7916,000000195449.jpg,dog,airplane,0.948348939,-91.58824158,Out,NA,-91.58824158,Out,Out,Out,
0,7917,000000400430.jpg,dog,horse,1,-154.4770203,Out,NA,-154.4770203,Out,Out,Out,
0,7918,000000409568.jpg,book,horse,0.89307642,-61.63262939,Out,NA,-61.63262939,Out,Out,Out,
0,7919,000000039455.jpg,book,airplane,0.998991668,-109.3038483,Out,NA,-109.3038483,Out,Out,Out,
0,7920,000000268718.jpg,cat,horse,0.999994755,-79.48809814,Out,NA,-79.48809814,Out,Out,Out,
0,7921,000000065407.jpg,laptop,airplane,0.883550048,-105.6294098,Out,NA,-105.6294098,Out,Out,Out,
0,7922,000000579666.jpg,book,airplane,0.999999881,-108.4305573,Out,NA,-108.4305573,Out,Out,Out,
0,7923,000000261272.jpg,car,airplane,0.999998927,103.1882782,Out,NA,103.1882782,In,In,In,
0,7924,000000547938.jpg,airplane,airplane,0.999999285,104.5865936,In,104.5865936,NA,In,In,In,
0,7925,000000360211.jpg,car,airplane,0.909673989,-31.65446472,Out,NA,-31.65446472,Out,Out,In,
0,7926,000000071807.jpg,cake,horse,0.707492709,-84.68995667,Out,NA,-84.68995667,Out,Out,Out,
0,7927,000000294814.jpg,horse,horse,0.999985933,-21.52139282,In,-21.52139282,NA,Out,Out,In,
0,7928,000000530811.jpg,dog,horse,0.989199221,-114.8586426,Out,NA,-114.8586426,Out,Out,Out,
0,7929,000000573088.jpg,horse,horse,0.999999881,26.55987549,In,26.55987549,NA,In,In,In,
0,7930,000000409119.jpg,airplane,airplane,0.999999762,104.1041412,In,104.1041412,NA,In,In,In,
0,7931,000000023981.jpg,zebra,horse,0.999455512,67.43044281,Out,NA,67.43044281,In,In,In,
0,7932,000000309840.jpg,cake,horse,0.672024906,-68.0401001,Out,NA,-68.0401001,Out,Out,Out,
0,7933,000000555535.jpg,airplane,airplane,0.868528545,-1.692703247,In,-1.692703247,NA,In,In,In,
0,7934,000000293453.jpg,car,airplane,0.997457087,-122.5945892,Out,NA,-122.5945892,Out,Out,Out,
0,7935,000000268992.jpg,laptop,airplane,0.999999404,-43.79330444,Out,NA,-43.79330444,Out,Out,In,
0,7936,000000400080.jpg,book,horse,0.72285974,-49.59262085,Out,NA,-49.59262085,Out,Out,In,
0,7937,000000261902.jpg,dog,horse,0.89828527,-101.490509,Out,NA,-101.490509,Out,Out,Out,
0,7938,000000490801.jpg,cake,airplane,0.999969602,-144.8010406,Out,NA,-144.8010406,Out,Out,Out,
0,7939,000000323341.jpg,car,horse,1,-84.8381958,Out,NA,-84.8381958,Out,Out,Out,
0,7940,000000551811.jpg,car,airplane,0.977203727,-74.47392273,Out,NA,-74.47392273,Out,Out,Out,
0,7941,000000286146.jpg,cake,horse,0.991437018,-140.0730591,Out,NA,-140.0730591,Out,Out,Out,
0,7942,000000294587.jpg,airplane,airplane,0.999999881,50.72990417,In,50.72990417,NA,In,In,In,
0,7943,000000491182.jpg,car,horse,0.997739077,-84.06994629,Out,NA,-84.06994629,Out,Out,Out,
0,7944,000000489838.jpg,car,airplane,0.815863013,-48.80812073,Out,NA,-48.80812073,Out,Out,In,
0,7945,000000179876.jpg,zebra,horse,0.999368727,73.60533142,Out,NA,73.60533142,In,In,In,
0,7946,000000155496.jpg,book,airplane,0.999943376,-37.55476379,Out,NA,-37.55476379,Out,Out,In,
0,7947,000000015071.jpg,book,horse,0.999998927,-82.02999878,Out,NA,-82.02999878,Out,Out,Out,
0,7948,000000285832.jpg,book,airplane,0.593748569,-59.85638428,Out,NA,-59.85638428,Out,Out,Out,
0,7949,000000060532.jpg,car,horse,1,-101.1028137,Out,NA,-101.1028137,Out,Out,Out,
0,7950,000000555066.jpg,car,airplane,1,-24.54740906,Out,NA,-24.54740906,Out,Out,In,
0,7951,000000301667.jpg,zebra,horse,0.99246639,60.06921387,Out,NA,60.06921387,In,In,In,
0,7952,000000155549.jpg,book,horse,1,-89.68380737,Out,NA,-89.68380737,Out,Out,Out,
0,7953,000000063943.jpg,car,airplane,0.999992847,-48.82078552,Out,NA,-48.82078552,Out,Out,In,
0,7954,000000457243.jpg,car,airplane,0.791841865,-83.51679993,Out,NA,-83.51679993,Out,Out,Out,
0,7955,000000452700.jpg,car,horse,0.999970198,-63.98539734,Out,NA,-63.98539734,Out,Out,Out,
0,7956,000000137496.jpg,airplane,airplane,1,40.1877594,In,40.1877594,NA,In,In,In,
0,7957,000000212019.jpg,pizza,horse,0.596904814,-83.7210083,Out,NA,-83.7210083,Out,Out,Out,
0,7958,000000353276.jpg,car,airplane,0.999994159,-83.41676331,Out,NA,-83.41676331,Out,Out,Out,
0,7959,000000408328.jpg,horse,horse,0.999977708,26.30471802,In,26.30471802,NA,In,In,In,
0,7960,000000212420.jpg,book,horse,0.990053475,-50.03726196,Out,NA,-50.03726196,Out,Out,In,
0,7961,000000032455.jpg,car,airplane,0.999985337,-37.22354126,Out,NA,-37.22354126,Out,Out,In,
0,7962,000000227552.jpg,car,horse,0.99999845,-40.57551575,Out,NA,-40.57551575,Out,Out,In,
0,7963,000000358625.jpg,dog,horse,1,-94.46496582,Out,NA,-94.46496582,Out,Out,Out,
0,7964,000000188173.jpg,zebra,horse,0.99851805,74.80349731,Out,NA,74.80349731,In,In,In,
0,7965,000000237188.jpg,dog,horse,0.999999762,-78.37689209,Out,NA,-78.37689209,Out,Out,Out,
0,7966,000000192722.jpg,car,airplane,0.803128421,-84.69636536,Out,NA,-84.69636536,Out,Out,Out,
0,7967,000000448779.jpg,horse,horse,1,-42.91418457,In,-42.91418457,NA,Out,Out,In,
0,7968,000000040830.jpg,cake,airplane,0.884561002,-121.8050079,Out,NA,-121.8050079,Out,Out,Out,
0,7969,000000326592.jpg,dog,horse,0.999977946,-82.22561646,Out,NA,-82.22561646,Out,Out,Out,
0,7970,000000190718.jpg,car,horse,0.994906843,-85.0234375,Out,NA,-85.0234375,Out,Out,Out,
0,7971,000000564483.jpg,dog,airplane,0.988386333,-79.17433167,Out,NA,-79.17433167,Out,Out,Out,
0,7972,000000130517.jpg,car,airplane,0.746372163,-80.35243225,Out,NA,-80.35243225,Out,Out,Out,
0,7973,000000433545.jpg,horse,horse,1,-71.61941528,In,-71.61941528,NA,Out,Out,Out,
0,7974,000000072273.jpg,pizza,airplane,0.64936924,-97.53269958,Out,NA,-97.53269958,Out,Out,Out,
0,7975,000000253491.jpg,book,airplane,0.99943167,-40.28355408,Out,NA,-40.28355408,Out,Out,In,
0,7976,000000424138.jpg,dog,horse,0.99996233,-66.53294373,Out,NA,-66.53294373,Out,Out,Out,
0,7977,000000097844.jpg,laptop,airplane,0.999691248,-82.52064514,Out,NA,-82.52064514,Out,Out,Out,
0,7978,000000384264.jpg,horse,horse,0.999430478,-23.14364624,In,-23.14364624,NA,Out,Out,In,
0,7979,000000178798.jpg,cat,airplane,0.999935627,-68.03413391,Out,NA,-68.03413391,Out,Out,Out,
0,7980,000000278414.jpg,zebra,horse,0.999974728,64.89143372,Out,NA,64.89143372,In,In,In,
0,7981,000000277375.jpg,cake,airplane,0.999868274,-101.1308746,Out,NA,-101.1308746,Out,Out,Out,
0,7982,000000506783.jpg,dog,airplane,0.506256461,-79.42430115,Out,NA,-79.42430115,Out,Out,Out,
0,7983,000000260110.jpg,pizza,airplane,0.999264657,-81.51399231,Out,NA,-81.51399231,Out,Out,Out,
0,7984,000000202912.jpg,dog,airplane,0.948647916,-71.04075623,Out,NA,-71.04075623,Out,Out,Out,
0,7985,000000474155.jpg,cake,airplane,0.884886563,-77.0917511,Out,NA,-77.0917511,Out,Out,Out,
0,7986,000000422563.jpg,car,horse,0.567800879,82.37794495,Out,NA,82.37794495,In,In,In,
0,7987,000000146121.jpg,cake,horse,0.578187048,-36.62760925,Out,NA,-36.62760925,Out,Out,In,
0,7988,000000293944.jpg,book,horse,0.998035133,-31.08325195,Out,NA,-31.08325195,Out,Out,In,
0,7989,000000293124.jpg,pizza,airplane,0.999470532,-145.3644562,Out,NA,-145.3644562,Out,Out,Out,
0,7990,000000269538.jpg,horse,horse,1,-41.8973999,In,-41.8973999,NA,Out,Out,In,
0,7991,000000059046.jpg,car,airplane,0.999267399,-18.62019348,Out,NA,-18.62019348,Out,Out,In,
0,7992,000000007762.jpg,book,horse,0.996143699,-65.33782959,Out,NA,-65.33782959,Out,Out,Out,
0,7993,000000473137.jpg,laptop,airplane,0.99607712,-56.71838379,Out,NA,-56.71838379,Out,Out,Out,
0,7994,000000223146.jpg,car,horse,1,92.96698761,Out,NA,92.96698761,In,In,In,
0,7995,000000073536.jpg,pizza,horse,0.999998331,-126.7006836,Out,NA,-126.7006836,Out,Out,Out,
0,7996,000000129843.jpg,cake,airplane,0.855538666,-94.24946594,Out,NA,-94.24946594,Out,Out,Out,
0,7997,000000146398.jpg,dog,horse,0.999258101,-119.0137329,Out,NA,-119.0137329,Out,Out,Out,
0,7998,000000113861.jpg,pizza,airplane,0.999762237,-108.2438507,Out,NA,-108.2438507,Out,Out,Out,
0,7999,000000327505.jpg,cake,airplane,0.938806176,-48.51081848,Out,NA,-48.51081848,Out,Out,In,
0,8000,000000289813.jpg,car,horse,0.848812461,-119.0733948,Out,NA,-119.0733948,Out,Out,Out,
0,8001,000000261453.jpg,book,airplane,0.99999094,-20.38348389,Out,NA,-20.38348389,Out,Out,In,
0,8002,000000524255.jpg,horse,horse,0.999998808,-78.79173279,In,-78.79173279,NA,Out,Out,Out,
0,8003,000000359574.jpg,cat,horse,0.997294128,-89.06866455,Out,NA,-89.06866455,Out,Out,Out,
0,8004,000000409489.jpg,cat,horse,0.998692214,-72.50636292,Out,NA,-72.50636292,Out,Out,Out,
0,8005,000000170366.jpg,book,airplane,1,-91.38386536,Out,NA,-91.38386536,Out,Out,Out,
0,8006,000000229342.jpg,cat,airplane,0.999847531,-115.4462433,Out,NA,-115.4462433,Out,Out,Out,
0,8007,000000114226.jpg,laptop,airplane,0.999994993,-82.8846283,Out,NA,-82.8846283,Out,Out,Out,
0,8008,000000024404.jpg,zebra,horse,0.999737918,56.53730774,Out,NA,56.53730774,In,In,In,
0,8009,000000093232.jpg,car,airplane,1,14.11009216,Out,NA,14.11009216,In,In,In,
0,8010,000000387759.jpg,car,airplane,0.999972701,-55.543396,Out,NA,-55.543396,Out,Out,Out,
0,8011,000000420425.jpg,car,airplane,1,-91.3853302,Out,NA,-91.3853302,Out,Out,Out,
0,8012,000000454565.jpg,car,airplane,0.999997854,119.5988922,Out,NA,119.5988922,In,In,In,
0,8013,000000022757.jpg,laptop,airplane,0.999836087,-142.2788239,Out,NA,-142.2788239,Out,Out,Out,
0,8014,000000318174.jpg,laptop,airplane,0.999995351,-50.27223206,Out,NA,-50.27223206,Out,Out,In,
0,8015,000000432276.jpg,dog,airplane,0.999728262,-115.9386139,Out,NA,-115.9386139,Out,Out,Out,
0,8016,000000096894.jpg,car,airplane,0.99999845,-20.36976624,Out,NA,-20.36976624,Out,Out,In,
0,8017,000000228418.jpg,book,horse,1,-53.98086548,Out,NA,-53.98086548,Out,Out,Out,
0,8018,000000454172.jpg,car,horse,0.981035829,-118.7419739,Out,NA,-118.7419739,Out,Out,Out,
0,8019,000000147418.jpg,airplane,airplane,0.999999881,48.50804138,In,48.50804138,NA,In,In,In,
0,8020,000000285607.jpg,airplane,airplane,1,-20.41609192,In,-20.41609192,NA,Out,Out,In,
0,8021,000000186508.jpg,airplane,airplane,0.999998689,110.2075882,In,110.2075882,NA,In,In,In,
0,8022,000000419384.jpg,car,airplane,1,-32.5370636,Out,NA,-32.5370636,Out,Out,In,
0,8023,000000485683.jpg,car,airplane,0.993852019,-112.1952972,Out,NA,-112.1952972,Out,Out,Out,
0,8024,000000163220.jpg,horse,horse,0.999999881,94.17958832,In,94.17958832,NA,In,In,In,
0,8025,000000028115.jpg,car,horse,0.914820969,-32.86491394,Out,NA,-32.86491394,Out,Out,In,
0,8026,000000324643.jpg,car,airplane,0.999999762,-8.442642212,Out,NA,-8.442642212,In,In,In,
0,8027,000000538821.jpg,cake,horse,0.999984741,-99.27069092,Out,NA,-99.27069092,Out,Out,Out,
0,8028,000000522820.jpg,airplane,airplane,0.999997497,99.00556946,In,99.00556946,NA,In,In,In,
0,8029,000000202767.jpg,pizza,airplane,0.999939203,-105.8449249,Out,NA,-105.8449249,Out,Out,Out,
0,8030,000000255418.jpg,car,horse,1,-46.85021973,Out,NA,-46.85021973,Out,Out,In,
0,8031,000000039499.jpg,book,airplane,0.999717414,-4.100463867,Out,NA,-4.100463867,In,In,In,
0,8032,000000548725.jpg,cat,horse,0.999981046,-110.4692688,Out,NA,-110.4692688,Out,Out,Out,
0,8033,000000064186.jpg,laptop,airplane,0.99997282,-25.4694519,Out,NA,-25.4694519,Out,Out,In,
0,8034,000000498768.jpg,book,airplane,0.999972463,-5.785705566,Out,NA,-5.785705566,In,In,In,
0,8035,000000088899.jpg,dog,airplane,0.980988681,-107.1006012,Out,NA,-107.1006012,Out,Out,Out,
0,8036,000000375004.jpg,book,horse,0.704049885,-91.15119934,Out,NA,-91.15119934,Out,Out,Out,
0,8037,000000031451.jpg,horse,horse,0.996836901,-19.1452179,In,-19.1452179,NA,Out,Out,In,
0,8038,000000515684.jpg,airplane,airplane,1,-111.6695404,In,-111.6695404,NA,Out,Out,Out,
0,8039,000000243912.jpg,laptop,airplane,0.97810328,-143.7450104,Out,NA,-143.7450104,Out,Out,Out,
0,8040,000000187577.jpg,cake,horse,0.998983681,-119.099762,Out,NA,-119.099762,Out,Out,Out,
0,8041,000000366643.jpg,book,airplane,0.632351577,-91.59925842,Out,NA,-91.59925842,Out,Out,Out,
0,8042,000000065262.jpg,airplane,airplane,0.999999404,86.92765045,In,86.92765045,NA,In,In,In,
0,8043,000000555669.jpg,dog,horse,0.999997377,-98.16192627,Out,NA,-98.16192627,Out,Out,Out,
0,8044,000000400569.jpg,dog,horse,0.999974489,49.59816742,Out,NA,49.59816742,In,In,In,
0,8045,000000095812.jpg,car,airplane,0.951477289,-112.0324554,Out,NA,-112.0324554,Out,Out,Out,
0,8046,000000162848.jpg,laptop,horse,0.638708055,-46.24981689,Out,NA,-46.24981689,Out,Out,In,
0,8047,000000473929.jpg,zebra,horse,0.999250948,83.69871521,Out,NA,83.69871521,In,In,In,
0,8048,000000031773.jpg,laptop,airplane,0.999992728,-37.62199402,Out,NA,-37.62199402,Out,Out,In,
0,8049,000000324275.jpg,car,airplane,0.719520152,-34.34440613,Out,NA,-34.34440613,Out,Out,In,
0,8050,000000228914.jpg,horse,horse,1,-44.82028198,In,-44.82028198,NA,Out,Out,In,
0,8051,000000031470.jpg,horse,horse,0.99999249,-86.32279968,In,-86.32279968,NA,Out,Out,Out,
0,8052,000000473320.jpg,book,airplane,0.741865337,-89.40031433,Out,NA,-89.40031433,Out,Out,Out,
0,8053,000000458166.jpg,cat,horse,0.950273633,-141.1181641,Out,NA,-141.1181641,Out,Out,Out,
0,8054,000000515803.jpg,book,airplane,0.999716461,-55.80438232,Out,NA,-55.80438232,Out,Out,Out,
0,8055,000000243912.jpg,dog,airplane,0.97810328,-144.7753143,Out,NA,-144.7753143,Out,Out,Out,
0,8056,000000343204.jpg,book,airplane,0.99999249,-44.00881958,Out,NA,-44.00881958,Out,Out,In,
0,8057,000000489358.jpg,car,airplane,0.999618649,-54.50592041,Out,NA,-54.50592041,Out,Out,Out,
0,8058,000000351930.jpg,airplane,airplane,1,65.90808105,In,65.90808105,NA,In,In,In,
0,8059,000000383090.jpg,book,horse,0.999402404,-126.1179199,Out,NA,-126.1179199,Out,Out,Out,
0,8060,000000539941.jpg,pizza,airplane,0.615666926,-121.7959137,Out,NA,-121.7959137,Out,Out,Out,
0,8061,000000454928.jpg,car,airplane,0.999449909,-111.8594208,Out,NA,-111.8594208,Out,Out,Out,
0,8062,000000060814.jpg,car,airplane,0.999999881,-63.50428772,Out,NA,-63.50428772,Out,Out,Out,
0,8063,000000062337.jpg,car,horse,0.999994516,110.2634735,Out,NA,110.2634735,In,In,In,
0,8064,000000522338.jpg,car,airplane,0.997358263,-168.5610504,Out,NA,-168.5610504,Out,Out,Out,
0,8065,000000006189.jpg,pizza,airplane,0.956665993,-104.5756989,Out,NA,-104.5756989,Out,Out,Out,
0,8066,000000024002.jpg,dog,horse,0.999997973,-122.3500366,Out,NA,-122.3500366,Out,Out,Out,
0,8067,000000007414.jpg,dog,horse,1,-96.6895752,Out,NA,-96.6895752,Out,Out,Out,
0,8068,000000120971.jpg,cake,horse,0.980247378,-118.1005859,Out,NA,-118.1005859,Out,Out,Out,
0,8069,000000106411.jpg,laptop,airplane,0.999885201,-69.2361908,Out,NA,-69.2361908,Out,Out,Out,
0,8070,000000450991.jpg,car,airplane,0.704949617,-58.41481018,Out,NA,-58.41481018,Out,Out,Out,
0,8071,000000061897.jpg,car,horse,0.982887089,-71.41213989,Out,NA,-71.41213989,Out,Out,Out,
0,8072,000000317891.jpg,book,airplane,0.954306066,-49.72599792,Out,NA,-49.72599792,Out,Out,In,
0,8073,000000129068.jpg,laptop,airplane,0.549027443,-124.6933746,Out,NA,-124.6933746,Out,Out,Out,
0,8074,000000482789.jpg,dog,airplane,0.814022362,-85.06742859,Out,NA,-85.06742859,Out,Out,Out,
0,8075,000000080518.jpg,airplane,airplane,0.99999845,115.2798462,In,115.2798462,NA,In,In,In,
0,8076,000000433605.jpg,book,airplane,0.999999881,-86.15361023,Out,NA,-86.15361023,Out,Out,Out,
0,8077,000000355774.jpg,car,airplane,1,-114.843399,Out,NA,-114.843399,Out,Out,Out,
0,8078,000000188120.jpg,dog,airplane,0.999068201,-63.79699707,Out,NA,-63.79699707,Out,Out,Out,
0,8079,000000556983.jpg,cat,horse,0.980467141,-114.210022,Out,NA,-114.210022,Out,Out,Out,
0,8080,000000556703.jpg,pizza,airplane,0.984250546,-121.4583282,Out,NA,-121.4583282,Out,Out,Out,
0,8081,000000491000.jpg,car,horse,1,-57.53620911,Out,NA,-57.53620911,Out,Out,Out,
0,8082,000000163185.jpg,laptop,airplane,0.99999547,-48.06590271,Out,NA,-48.06590271,Out,Out,In,
0,8083,000000253887.jpg,cake,airplane,0.997702777,-85.28852844,Out,NA,-85.28852844,Out,Out,Out,
0,8084,000000546928.jpg,pizza,airplane,0.635330796,-101.458725,Out,NA,-101.458725,Out,Out,Out,
0,8085,000000425746.jpg,car,airplane,0.999736011,-47.82981873,Out,NA,-47.82981873,Out,Out,In,
0,8086,000000293466.jpg,car,horse,1,-108.5795898,Out,NA,-108.5795898,Out,Out,Out,
0,8087,000000122421.jpg,zebra,horse,0.999501705,24.89532471,Out,NA,24.89532471,In,In,In,
0,8088,000000350278.jpg,zebra,horse,0.999425411,78.70378113,Out,NA,78.70378113,In,In,In,
0,8089,000000401144.jpg,cat,airplane,0.996052742,-52.36967468,Out,NA,-52.36967468,Out,Out,Out,
0,8090,000000065245.jpg,car,horse,0.999997973,-42.33395386,Out,NA,-42.33395386,Out,Out,In,
0,8091,000000261388.jpg,horse,horse,1,78.88342285,In,78.88342285,NA,In,In,In,
0,8092,000000015354.jpg,book,airplane,1,-80.49946594,Out,NA,-80.49946594,Out,Out,Out,
0,8093,000000548824.jpg,car,horse,0.691660762,-45.9783783,Out,NA,-45.9783783,Out,Out,In,
0,8094,000000389921.jpg,car,airplane,0.995864034,-60.40670776,Out,NA,-60.40670776,Out,Out,Out,
0,8095,000000014804.jpg,book,horse,1,-107.5396729,Out,NA,-107.5396729,Out,Out,Out,
0,8096,000000253177.jpg,horse,horse,0.844651818,-73.64581299,In,-73.64581299,NA,Out,Out,Out,
0,8097,000000089187.jpg,cake,airplane,0.999940872,-45.84988403,Out,NA,-45.84988403,Out,Out,In,
0,8098,000000359825.jpg,car,horse,1,113.0128479,Out,NA,113.0128479,In,In,In,
0,8099,000000040934.jpg,pizza,airplane,0.982479692,-106.5337372,Out,NA,-106.5337372,Out,Out,Out,
0,8100,000000523473.jpg,dog,horse,1,-103.0241699,Out,NA,-103.0241699,Out,Out,Out,
0,8101,000000335099.jpg,dog,horse,0.909903526,-81.56007385,Out,NA,-81.56007385,Out,Out,Out,
0,8102,000000227947.jpg,dog,horse,0.999824941,-139.9707642,Out,NA,-139.9707642,Out,Out,Out,
0,8103,000000163571.jpg,dog,horse,0.755431294,-54.96875,Out,NA,-54.96875,Out,Out,Out,
0,8104,000000113701.jpg,book,horse,0.841985762,-37.1058197,Out,NA,-37.1058197,Out,Out,In,
0,8105,000000093519.jpg,car,airplane,0.999825895,-129.2480621,Out,NA,-129.2480621,Out,Out,Out,
0,8106,000000121622.jpg,cat,airplane,0.999999523,-47.83555603,Out,NA,-47.83555603,Out,Out,In,
0,8107,000000327624.jpg,zebra,horse,0.999935508,80.63061523,Out,NA,80.63061523,In,In,In,
0,8108,000000441009.jpg,horse,horse,0.992731154,-51.10168457,In,-51.10168457,NA,Out,Out,Out,
0,8109,000000555905.jpg,book,horse,0.999869585,-30.75860596,Out,NA,-30.75860596,Out,Out,In,
0,8110,000000522749.jpg,cake,horse,0.677929759,-137.2375488,Out,NA,-137.2375488,Out,Out,Out,
0,8111,000000170525.jpg,airplane,airplane,1,-126.6286774,In,-126.6286774,NA,Out,Out,Out,
0,8112,000000499143.jpg,horse,horse,0.999998927,-58.91732788,In,-58.91732788,NA,Out,Out,Out,
0,8113,000000451594.jpg,car,horse,0.751566947,-18.32876587,Out,NA,-18.32876587,Out,Out,In,
0,8114,000000261344.jpg,zebra,horse,0.999691606,58.47401428,Out,NA,58.47401428,In,In,In,
0,8115,000000187582.jpg,book,airplane,0.863519371,-119.9864044,Out,NA,-119.9864044,Out,Out,Out,
0,8116,000000523096.jpg,laptop,airplane,0.591449738,-62.50007629,Out,NA,-62.50007629,Out,Out,Out,
0,8117,000000367891.jpg,laptop,airplane,0.999999881,-144.9691315,Out,NA,-144.9691315,Out,Out,Out,
0,8118,000000457599.jpg,pizza,airplane,0.986772358,-119.9537811,Out,NA,-119.9537811,Out,Out,Out,
0,8119,000000122264.jpg,laptop,airplane,0.999990225,-70.18946838,Out,NA,-70.18946838,Out,Out,Out,
0,8120,000000517920.jpg,car,horse,0.999842167,-89.35406494,Out,NA,-89.35406494,Out,Out,Out,
0,8121,000000487064.jpg,car,airplane,0.997712851,-48.72703552,Out,NA,-48.72703552,Out,Out,In,
0,8122,000000093476.jpg,car,horse,0.585263669,-42.57359314,Out,NA,-42.57359314,Out,Out,In,
0,8123,000000170118.jpg,laptop,horse,0.999666095,-117.9589844,Out,NA,-117.9589844,Out,Out,Out,
0,8124,000000073560.jpg,pizza,horse,0.686205983,-97.3031311,Out,NA,-97.3031311,Out,Out,Out,
0,8125,000000244197.jpg,laptop,airplane,0.998729765,-90.14326477,Out,NA,-90.14326477,Out,Out,Out,
0,8126,000000039138.jpg,book,airplane,0.999998808,-89.19651794,Out,NA,-89.19651794,Out,Out,Out,
0,8127,000000321679.jpg,car,airplane,0.813365757,-36.1179657,Out,NA,-36.1179657,Out,Out,In,
0,8128,000000350701.jpg,book,horse,0.994844437,-109.2910156,Out,NA,-109.2910156,Out,Out,Out,
0,8129,000000157926.jpg,car,airplane,0.847588003,-141.8123932,Out,NA,-141.8123932,Out,Out,Out,
0,8130,000000581021.jpg,zebra,horse,0.999649882,102.6715164,Out,NA,102.6715164,In,In,In,
0,8131,000000458640.jpg,airplane,airplane,0.999998093,112.2770767,In,112.2770767,NA,In,In,In,
0,8132,000000466491.jpg,book,airplane,0.699414372,-103.9742584,Out,NA,-103.9742584,Out,Out,Out,
0,8133,000000484289.jpg,car,airplane,0.999999642,-37.66184998,Out,NA,-37.66184998,Out,Out,In,
0,8134,000000343707.jpg,dog,airplane,0.995355606,-73.62611389,Out,NA,-73.62611389,Out,Out,Out,
0,8135,000000342703.jpg,dog,horse,1,-92.84213257,Out,NA,-92.84213257,Out,Out,Out,
0,8136,000000425412.jpg,car,airplane,0.999997497,-63.95365906,Out,NA,-63.95365906,Out,Out,Out,
0,8137,000000055466.jpg,laptop,airplane,0.999986768,-35.10942078,Out,NA,-35.10942078,Out,Out,In,
0,8138,000000159954.jpg,car,horse,0.94502914,-9.436645508,Out,NA,-9.436645508,In,In,In,
0,8139,000000113619.jpg,laptop,airplane,0.994564056,-132.6327667,Out,NA,-132.6327667,Out,Out,Out,
0,8140,000000359626.jpg,car,airplane,0.999862432,-50.41589355,Out,NA,-50.41589355,Out,Out,In,
0,8141,000000422328.jpg,car,horse,1,107.3519897,Out,NA,107.3519897,In,In,In,
0,8142,000000093483.jpg,car,airplane,1,-80.99415588,Out,NA,-80.99415588,Out,Out,Out,
0,8143,000000278411.jpg,laptop,horse,0.949014544,-103.4779968,Out,NA,-103.4779968,Out,Out,Out,
0,8144,000000130759.jpg,pizza,horse,0.999733746,-120.5293579,Out,NA,-120.5293579,Out,Out,Out,
0,8145,000000154057.jpg,cat,horse,0.998726189,-127.756958,Out,NA,-127.756958,Out,Out,Out,
0,8146,000000285045.jpg,laptop,horse,1,-50.68493652,Out,NA,-50.68493652,Out,Out,In,
0,8147,000000548088.jpg,cake,airplane,0.585631073,-116.5079803,Out,NA,-116.5079803,Out,Out,Out,
0,8148,000000061452.jpg,car,horse,0.999999523,115.4789505,Out,NA,115.4789505,In,In,In,
0,8149,000000285882.jpg,laptop,airplane,0.954111695,-127.2490997,Out,NA,-127.2490997,Out,Out,Out,
0,8150,000000391728.jpg,horse,horse,1,-58.85610962,In,-58.85610962,NA,Out,Out,Out,
0,8151,000000124466.jpg,car,airplane,0.99508673,-91.04884338,Out,NA,-91.04884338,Out,Out,Out,
0,8152,000000058281.jpg,car,horse,0.999988556,-46.94802856,Out,NA,-46.94802856,Out,Out,In,
0,8153,000000047720.jpg,pizza,airplane,0.837846339,-98.633255,Out,NA,-98.633255,Out,Out,Out,
0,8154,000000539056.jpg,laptop,airplane,0.99875319,-64.20346069,Out,NA,-64.20346069,Out,Out,Out,
0,8155,000000163571.jpg,car,horse,0.755431294,-54.96875,Out,NA,-54.96875,Out,Out,Out,
0,8156,000000518774.jpg,car,horse,0.977577031,-75.61352539,Out,NA,-75.61352539,Out,Out,Out,
0,8157,000000259498.jpg,car,horse,0.987935781,-64.20451355,Out,NA,-64.20451355,Out,Out,Out,
0,8158,000000522909.jpg,cat,airplane,0.999879718,-105.5396271,Out,NA,-105.5396271,Out,Out,Out,
0,8159,000000073445.jpg,horse,horse,0.999999762,66.00009155,In,66.00009155,NA,In,In,In,
0,8160,000000189794.jpg,car,airplane,0.898192704,-45.05989075,Out,NA,-45.05989075,Out,Out,In,
0,8161,000000022861.jpg,pizza,horse,0.792221844,-89.54074097,Out,NA,-89.54074097,Out,Out,Out,
0,8162,000000031376.jpg,horse,horse,0.999632359,-9.521102905,In,-9.521102905,NA,In,In,In,
0,8163,000000572795.jpg,laptop,airplane,0.999521613,-53.01817322,Out,NA,-53.01817322,Out,Out,Out,
0,8164,000000261240.jpg,laptop,airplane,0.999985933,-84.33454895,Out,NA,-84.33454895,Out,Out,Out,
0,8165,000000515210.jpg,dog,horse,0.703276277,-100.0645142,Out,NA,-100.0645142,Out,Out,Out,
0,8166,000000400039.jpg,book,horse,0.843200505,-54.73672485,Out,NA,-54.73672485,Out,Out,Out,
